Time (s),P2 - LOX Tank Pressure,P3 - Fuel Tank Pressure,P1 - Chamber Pressure,Not Used,P5- DOME Reg.,Not Use,Load Cell,P7 - Gnd High Pressure,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,High Press PT,,,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
53.086,7.48,-9.73,-14.53,0.00,-16.82,0.00,143.18,-31.72,-1.37,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.95,40.82,-2.48,0.00,0.00,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.89 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
54.086,7.67,-9.73,-14.53,0.00,-16.23,0.00,143.03,-31.54,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.95,40.82,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.19 °C,-100.00 °C,36.70 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
55.086,7.92,-9.73,-14.53,0.00,-16.11,0.00,144.44,-31.45,-1.42,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.95,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.09 °C,-100.00 °C,36.70 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
56.086,8.03,-9.77,-14.58,0.00,-16.07,0.00,142.96,-31.27,-1.42,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.94,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.89 °C,-100.00 °C,36.70 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
57.086,8.42,-9.73,-14.67,0.00,-15.52,0.00,140.11,-31.54,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.94,40.82,-2.48,0.00,0.00,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.99 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
58.086,8.63,-9.73,-14.63,0.00,-16.18,0.00,136.58,-31.45,-1.46,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.94,40.82,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.80 °C,-100.00 °C,36.89 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
59.089,8.88,-9.73,-14.67,0.00,-15.56,0.00,142.20,-31.45,-1.37,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.94,40.82,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.39 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
60.090,9.18,-9.73,-14.67,0.00,-16.07,0.00,142.88,-31.45,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.94,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.99 °C,-100.00 °C,36.89 °C,36.60 °C,36.70 °C,13.88 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
61.090,9.77,-9.73,-14.67,0.00,-13.62,0.00,137.15,-31.36,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.94,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.89 °C,-100.00 °C,36.70 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
62.090,9.98,-9.73,-14.67,0.00,-14.58,0.00,142.46,-31.27,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,40.82,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,38.69 °C,-100.00 °C,36.70 °C,36.60 °C,36.70 °C,13.88 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
63.090,10.23,-9.73,-14.67,0.00,-15.38,0.00,139.20,-31.54,-1.37,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,-32.93,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,38.69 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.88 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
64.090,10.44,-9.73,-14.53,0.00,-14.42,0.00,141.63,-31.27,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,-25.30,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.39 °C,-100.00 °C,37.40 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
65.091,10.53,-9.73,-14.63,0.00,-15.93,0.00,138.29,-31.27,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,-10.04,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.89 °C,-100.00 °C,36.60 °C,36.60 °C,36.70 °C,13.88 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
66.092,10.62,-9.73,-14.76,0.00,-16.57,0.00,141.36,-31.45,-1.33,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,0.13,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.89 °C,-100.00 °C,36.09 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
67.093,10.99,-9.73,-14.83,0.00,-17.21,0.00,141.02,-31.63,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,0.13,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.09 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
68.093,11.08,-9.73,-14.88,0.00,-16.98,0.00,141.13,-31.54,-1.33,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,7.76,-2.48,0.00,0.00,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.50 °C,-100.00 °C,36.60 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
69.094,11.24,-9.73,-14.88,0.00,-15.72,0.00,139.31,-31.54,-1.33,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,15.39,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.49 °C,-100.00 °C,36.89 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
70.094,11.38,-9.73,-14.88,0.00,-15.98,0.00,138.63,-31.72,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,15.39,-2.48,0.00,0.00,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.39 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.69 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
71.094,11.79,-9.73,-14.92,0.00,-16.07,0.00,150.25,-31.72,-1.33,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,15.39,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.60 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.69 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
72.094,11.92,-9.73,-14.83,0.00,-15.63,0.00,140.45,-31.72,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,23.02,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.99 °C,-100.00 °C,36.70 °C,36.60 °C,36.70 °C,13.69 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
73.095,12.18,-9.73,-14.88,0.00,-16.48,0.00,140.94,-31.72,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,23.02,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.09 °C,-100.00 °C,36.60 °C,36.60 °C,36.70 °C,13.69 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
74.095,12.38,-9.73,-14.83,0.00,-17.46,0.00,136.39,-31.86,-1.37,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,23.02,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.80 °C,-100.00 °C,36.89 °C,36.60 °C,36.70 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
75.095,12.77,-9.73,-14.88,0.00,-15.77,0.00,140.53,-31.86,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.93,23.02,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.80 °C,-100.00 °C,36.80 °C,36.60 °C,36.70 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
76.095,12.77,-9.73,-14.97,0.00,-15.52,0.00,139.04,-31.86,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.90,33.19,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.80 °C,-100.00 °C,36.60 °C,36.39 °C,36.60 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
77.096,13.44,-9.68,-15.01,0.00,-16.98,0.00,137.87,-31.95,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.91,33.19,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.09 °C,-100.00 °C,36.50 °C,36.39 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
78.097,13.87,-9.73,-14.92,0.00,-14.37,0.00,141.21,-31.86,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.91,33.19,-2.48,0.00,0.00,-1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.29 °C,-100.00 °C,36.99 °C,36.50 °C,36.60 °C,13.69 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
79.098,14.08,-9.73,-14.92,0.00,-14.88,0.00,140.64,-31.95,-1.42,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.91,33.19,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.89 °C,-100.00 °C,36.80 °C,36.50 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
80.098,14.28,-9.73,-14.88,0.00,-14.92,0.00,140.22,-31.95,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,33.19,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.50 °C,-100.00 °C,36.80 °C,36.39 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
81.100,14.53,-9.73,-14.92,0.00,-14.63,0.00,138.55,-32.04,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.91,33.19,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.50 °C,-100.00 °C,36.89 °C,36.39 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
82.102,14.72,-9.73,-14.92,0.00,-14.88,0.00,140.45,-32.04,-1.42,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,33.19,-2.48,0.00,0.00,-1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.40 °C,-100.00 °C,36.60 °C,36.39 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
83.102,14.88,-9.73,-14.58,0.00,-15.38,0.00,138.89,-32.04,-1.37,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.99 °C,-100.00 °C,36.80 °C,36.39 °C,36.60 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
84.103,14.92,-9.73,-14.42,0.00,-15.22,0.00,139.39,-32.23,-1.28,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,33.19,-2.48,0.00,0.00,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.99 °C,-100.00 °C,36.80 °C,36.50 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
85.103,15.22,-9.73,-14.72,0.00,-15.31,0.00,139.20,-32.55,-1.17,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.60 °C,-100.00 °C,36.60 °C,36.39 °C,36.50 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
86.103,15.38,-9.73,-14.97,0.00,-15.98,0.00,140.22,-32.46,-1.21,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,40.82,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.39 °C,-100.00 °C,36.60 °C,36.29 °C,36.60 °C,13.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
87.103,15.52,-9.73,-14.67,0.00,-15.52,0.00,140.22,-31.95,-1.33,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,40.82,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.79 °C,-100.00 °C,36.89 °C,36.50 °C,36.60 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
88.103,15.63,-9.73,-14.63,0.00,-15.68,0.00,139.12,-32.55,-1.46,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.92,40.82,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.60 °C,-100.00 °C,36.60 °C,36.50 °C,36.50 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
89.104,15.93,-9.68,-15.01,0.00,-15.68,0.00,139.12,-32.55,-1.46,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.12,40.82,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.40 °C,-100.00 °C,37.99 °C,36.39 °C,36.50 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
90.104,16.07,-9.68,-14.92,0.00,-16.78,0.00,146.53,-32.55,-1.46,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.10,40.82,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.50 °C,-100.00 °C,36.39 °C,35.99 °C,36.09 °C,13.69 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
91.104,16.18,-9.68,-14.92,0.00,-15.77,0.00,135.32,-32.96,-1.53,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.08,40.82,-2.48,0.00,0.00,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.09 °C,-100.00 °C,35.39 °C,35.70 °C,36.09 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
92.104,16.53,-9.68,-14.92,0.00,-15.72,0.00,134.56,-33.14,-1.53,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.06,33.19,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,35.99 °C,-100.00 °C,35.99 °C,36.09 °C,36.19 °C,13.48 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
93.104,16.73,-9.68,-14.92,0.00,-15.72,0.00,136.16,-33.46,-1.53,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.04,33.19,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,36.80 °C,-100.00 °C,36.50 °C,36.19 °C,36.09 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
94.104,16.94,-9.68,-14.83,0.00,-15.13,0.00,141.44,-33.97,-1.67,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.03,33.19,-2.48,0.00,0.00,-3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,33.90 °C,-100.00 °C,37.19 °C,35.99 °C,36.19 °C,13.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
95.104,17.17,-9.68,-14.83,0.00,-15.38,0.00,138.78,-33.97,-1.67,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.02,33.19,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.40 °C,-100.00 °C,36.39 °C,35.39 °C,36.19 °C,13.19 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
96.104,17.42,-9.68,-14.72,0.00,-15.93,0.00,139.46,-34.56,-1.76,102.26,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,1.01,33.19,-2.48,0.00,0.00,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.50 °C,-100.00 °C,35.89 °C,35.99 °C,36.09 °C,13.19 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
97.104,17.53,-9.68,-14.83,0.00,-15.31,0.00,141.02,-34.93,-1.76,102.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,1.50,0.99,33.19,-2.48,0.00,0.00,-2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00 °C,-100.00 °C,37.19 °C,-100.00 °C,36.19 °C,35.99 °C,36.09 °C,13.29 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,